Device,C1,,Device,C1(SV1),,Device,C1(SV2),,Device,C2,,Device,C3,,Device,C3(SV1),,Device,C3(SV2),,Device,C4,,Device,C5,,Device,C5(SV2),,Device,C5(SV1),,Device,C6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5980688,0.002240133,0.00582002,2.5981636,-0.022576112,-0.058656432,2.5981424,-0.025874246,-0.067224976,2.5980008,-0.000791849,-0.002057224,2.5978706,0.00803453,0.020872669,2.5979676,-0.02099818,-0.054552591,2.597985,-0.025307794,-0.065749269,2.5978382,0.015132384,0.039311486,2.59777,0.013594269,0.035314785,2.597958,-0.026124204,-0.067869585,2.597915,-0.020778324,-0.05398032,2.5977712,0.015939282,0.041406609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6181192,-0.002205403,-0.005774007,2.6182078,-0.026622464,-0.069703143,2.618186,-0.029641824,-0.077607809,2.6180504,-0.005373183,-0.014067265,2.617916,0.004123062,0.010793831,2.618013,-0.024856116,-0.065073635,2.6180316,-0.028951552,-0.075796078,2.6178814,0.011929568,0.031230194,2.6178162,0.010224274,0.026765271,2.618,-0.02982335,-0.07807753,2.617962,-0.024589734,-0.064374989,2.6178166,0.012697382,0.033239417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6383084,-0.007151148,-0.018866933,2.638394,-0.03114125,-0.082162887,2.6383688,-0.033831238,-0.089259283,2.6382408,-0.010473529,-0.027631693,2.6381022,-0.00020002,-0.000527673,2.6381978,-0.029139432,-0.076875585,2.6382144,-0.032999038,-0.087058537,2.63806,0.008323135,0.021956928,2.638001,0.00646548,0.017055942,2.6381814,-0.03392717,-0.089506029,2.6381444,-0.028795648,-0.075967078,2.6379964,0.00909584,0.023994793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6584316,-0.012560897,-0.033392286,2.6585132,-0.036078676,-0.095915636,2.6584838,-0.038423912,-0.102149348,2.6583626,-0.015986965,-0.042499149,2.6582198,-0.004935917,-0.013120752,2.6583186,-0.033837032,-0.089949612,2.6583298,-0.037449406,-0.099552872,2.6581764,0.004380588,0.011644375,2.6581174,0.002300953,0.006116203,2.6582962,-0.038433644,-0.10216801,2.6582612,-0.033413464,-0.088821715,2.6581136,0.005197779,0.013816287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6785748,-0.018472786,-0.049480739,2.6786526,-0.041483278,-0.11111929,2.6786222,-0.04347516,-0.116453529,2.6785054,-0.022043986,-0.059044936,2.678366,-0.010163669,-0.027222025,2.6784578,-0.03901228,-0.104492746,2.6784692,-0.042340626,-0.113408063,2.6783134,-5.63E-07,-1.51E-06,2.6782574,-0.002223763,-0.00595581,2.678431,-0.043390252,-0.116217796,2.6784024,-0.038515706,-0.103160559,2.6782524,0.000960065,0.002571297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6987878,-0.024945012,-0.067321294,2.6988604,-0.047424594,-0.127992359,2.6988278,-0.049024438,-0.132308516,2.6987176,-0.028706396,-0.077470456,2.6985812,-0.015868518,-0.042822484,2.6986674,-0.044706436,-0.120647801,2.6986754,-0.047728118,-0.128802698,2.6985218,-0.004823083,-0.013015196,2.6984672,-0.007190286,-0.019402752,2.6986394,-0.048854144,-0.131839718,2.6986108,-0.044120742,-0.119064711,2.6984608,-0.003777913,-0.01019455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.7190754,-0.031988958,-0.086980389,2.7191466,-0.053936858,-0.146662224,2.7191086,-0.055125128,-0.14989121,2.7190062,-0.036005854,-0.09790014,2.7188662,-0.022116148,-0.060130848,2.718952,-0.05094716,-0.138522883,2.7189576,-0.05364395,-0.145855626,2.718806,-0.010106497,-0.027477604,2.7187484,-0.012714101,-0.034566442,2.7189222,-0.054853526,-0.14914247,2.7188944,-0.05027304,-0.136687087,2.718742,-0.008974919,-0.024400488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.7392312,-0.039590494,-0.108447516,2.7392986,-0.060996432,-0.167087441,2.7392634,-0.061755832,-0.16916549,2.7391608,-0.0438458,-0.120100697,2.73902,-0.028900766,-0.079159776,2.7391064,-0.057724266,-0.158112906,2.7391102,-0.060095394,-0.164607907,2.7389586,-0.01587654,-0.043485185,2.7388996,-0.018734009,-0.051310569,2.7390748,-0.061378494,-0.168120286,2.7390474,-0.0569532,-0.155997514,2.7388934,-0.014673763,-0.040189872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.7593918,-0.04787931,-0.132117775,2.7594554,-0.068686396,-0.189537046,2.7594194,-0.068984218,-0.190356389,2.7593256,-0.052315646,-0.144355901,2.7591776,-0.036308908,-0.100182726,2.7592598,-0.065115056,-0.179669356,2.7592678,-0.067149894,-0.18528454,2.7591094,-0.022172763,-0.061177078,2.7590522,-0.025251004,-0.069668838,2.7592318,-0.068506892,-0.189026395,2.7592054,-0.064229478,-0.177222323,2.7590452,-0.020918749,-0.057715775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.7796116,-0.05688325,-0.158113342,2.779671,-0.077076614,-0.214247629,2.7796336,-0.07687125,-0.213673909,2.7795446,-0.06152118,-0.171000864,2.779389,-0.044352604,-0.12327314,2.7794724,-0.073175978,-0.203390611,2.7794826,-0.07486453,-0.208084658,2.7793208,-0.029124322,-0.080945834,2.7792606,-0.032416544,-0.090094024,2.7794478,-0.076299918,-0.212071639,2.7794194,-0.072165396,-0.200577902,2.7792548,-0.027834896,-0.077360268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.7997496,-0.066529268,-0.186265291,2.7994632,-0.085994378,-0.240738097,2.7997698,-0.085406868,-0.23911957,2.7996866,-0.071417166,-0.199945683,2.7995244,-0.053119702,-0.148709902,2.799609,-0.081898688,-0.229284304,2.7996188,-0.083219558,-0.232983039,2.799454,-0.036657766,-0.10262173,2.7993916,-0.040278258,-0.112754617,2.799584,-0.084738878,-0.237233607,2.7995582,-0.080762724,-0.226099946,2.7993856,-0.03530627,-0.098835864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.819902,-0.07691771,-0.216900404,2.8152488,-0.093394932,-0.26292997,2.8161924,-0.09273676,-0.261164559,2.8198006,-0.082050222,-0.231365265,2.8196774,-0.062596688,-0.176502466,2.8171928,-0.090003514,-0.253557252,2.8170596,-0.090914002,-0.256110162,2.8195982,-0.04486661,-0.126505813,2.8195386,-0.048784984,-0.137551145,2.8163622,-0.09216325,-0.259565094,2.8177302,-0.089039126,-0.250888234,2.819531,-0.043419264,-0.122421961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.837876,-0.08670136,-0.246047709,2.8270182,-0.099125582,-0.280229824,2.828594,-0.098502766,-0.278624333,2.8359,-0.090891116,-0.257758116,2.8397714,-0.072765526,-0.20663746,2.830759,-0.096515176,-0.273211203,2.8304842,-0.097081808,-0.274788524,2.8396894,-0.05379815,-0.152770036,2.8396294,-0.057984298,-0.164653917,2.8291236,-0.098047878,-0.277389566,2.831885,-0.095758438,-0.271176884,2.8396184,-0.052206026,-0.148245192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8518294,-0.094551808,-0.269645626,2.8347266,-0.103054146,-0.292130329,2.836978,-0.102573214,-0.290997952,2.8479754,-0.09778537,-0.278490328,2.8591036,-0.0832857,-0.238122445,2.8403078,-0.10129352,-0.287704775,2.8398892,-0.101584486,-0.288488685,2.8599158,-0.063529606,-0.181689324,2.8598558,-0.068024924,-0.194541473,2.8378646,-0.102254082,-0.29018324,2.8420202,-0.10076185,-0.286367213,2.8598412,-0.061837396,-0.176845133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8616944,-0.100297342,-0.287020342,2.838325,-0.1050036,-0.298034343,2.8412558,-0.10477916,-0.297704396,2.8559596,-0.10252575,-0.2928094,2.8743552,-0.091932328,-0.264246165,2.845722,-0.10416168,-0.296415184,2.8451692,-0.10426492,-0.296651339,2.8800656,-0.073995932,-0.213113138,2.880008,-0.078778032,-0.226881362,2.8424734,-0.10460928,-0.297349096,2.8480272,-0.103881698,-0.295857901,2.87999,-0.072215442,-0.207979751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8674684,-0.103837572,-0.297750956,2.8382312,-0.1050036,-0.298024494,2.841466,-0.1050033,-0.298363307,2.8598726,-0.10497042,-0.300202028,2.8855972,-0.098505696,-0.284247761,2.8470856,-0.10500168,-0.298948771,2.8463902,-0.10500168,-0.298875753,2.8987508,-0.084386444,-0.244615272,2.8969326,-0.088319074,-0.255854405,2.8430418,-0.10500142,-0.298523426,2.8499774,-0.1050013,-0.299251332,2.899244,-0.082913938,-0.240387737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8691742,-0.1050037,-0.301273907,2.838092,-0.10500362,-0.298009934,2.8413664,-0.10500332,-0.298352905,2.8597654,-0.10500292,-0.300283718,2.8928124,-0.102904024,-0.297682037,2.8469628,-0.1050017,-0.298935934,2.8462526,-0.10500168,-0.298861305,2.9134192,-0.092856876,-0.270531005,2.90984,-0.095887678,-0.279017801,2.842928,-0.10500144,-0.298511534,2.849873,-0.1050013,-0.29924037,2.9144788,-0.09170108,-0.267260854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8690302,-0.10500368,-0.301258729,2.8379024,-0.10500362,-0.297990025,2.841228,-0.10500332,-0.298338373,2.8596354,-0.10500292,-0.300270067,2.8960098,-0.10500202,-0.304086879,2.8467974,-0.1050017,-0.298918567,2.8460914,-0.10500168,-0.298844378,2.9241272,-0.099236392,-0.290179833,2.9187858,-0.101315102,-0.295717081,2.842786,-0.10500144,-0.298496624,2.8497242,-0.1050013,-0.299224746,2.9257574,-0.09847177,-0.28810451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8688762,-0.10500368,-0.301242558,2.8377178,-0.10500362,-0.297970642,2.8410408,-0.10500332,-0.298318716,2.8594806,-0.10500292,-0.300253813,2.8958832,-0.10500202,-0.304073586,2.8465904,-0.10500166,-0.298896717,2.845898,-0.10500168,-0.298824071,2.9306118,-0.103325006,-0.302805482,2.9235506,-0.10437652,-0.305150038,2.8426154,-0.10500146,-0.298478767,2.849543,-0.1050013,-0.299205719,2.932843,-0.102933884,-0.301888921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.86867,-0.1050036,-0.301220677,2.837484,-0.1050036,-0.297946035,2.840872,-0.1050033,-0.298300935,2.859293,-0.1050029,-0.300234057,2.895763,-0.105002,-0.304060907,2.846392,-0.1050017,-0.298875999,2.845713,-0.1050017,-0.298804703,2.933226,-0.105002,-0.307994596,2.924362,-0.1050014,-0.307062104,2.842453,-0.1050014,-0.298461544,2.849363,-0.1050013,-0.299186819,2.935995,-0.1050015,-0.308283879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.86862,-0.1050037,-0.301215714,2.837296,-0.1050036,-0.297926294,2.840628,-0.1050033,-0.298275314,2.859169,-0.1050029,-0.300221037,2.895426,-0.105002,-0.304025521,2.846184,-0.1050016,-0.298853874,2.845552,-0.1050017,-0.298787797,2.932875,-0.105002,-0.307957741,2.924215,-0.1050014,-0.307046669,2.84231,-0.1050015,-0.298446813,2.849201,-0.1050013,-0.299169809,2.935801,-0.1050015,-0.308263509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
